"symptom","category","subcategory","question","question_korean","id","source","is_relevant","labeler"
"수소 한국질병 분류기호 G438 기타 편두통, 상병명 두통 R51","Details of the complaint","severity","On a scale from 1 to 10, how would you rate the pain of your headache?","1에서 10까지의 척도로, 두통의 통증을 어떻게 평가하시겠습니까?",329,"gpt-4-turbo",NA,NA
"수소 한국질병 분류기호 G438 기타 편두통, 상병명 두통 R51","Details of the complaint","timing","Do your headaches occur at a particular time of day?","두통이 특정 시간에 발생합니까?",330,"gpt-4-turbo",NA,NA
"수소 한국질병 분류기호 G438 기타 편두통, 상병명 두통 R51","Details of the complaint","aggravating factors","Are there specific activities or situations that seem to trigger your headaches?","두통을 유발하는 것 같은 특정 활동이나 상황이 있습니까?",331,"gpt-4-turbo",NA,NA
"수소 한국질병 분류기호 G438 기타 편두통, 상병명 두통 R51","Details of the complaint","associated symptoms","Have you experienced any nausea, vomiting, or light sensitivity along with your headaches?","두통과 함께 메스꺼움, 구토 또는 빛에 대한 민감성을 경험한 적이 있습니까?",332,"gpt-4-turbo",NA,NA
"수소 한국질병 분류기호 G438 기타 편두통, 상병명 두통 R51","Review of systems","neurological","Have you noticed any changes in your vision or hearing when you have headaches?","두통이 있을 때 시력이나 청력에 변화를 느낀 적이 있습니까?",333,"gpt-4-turbo",NA,NA
"수소 한국질병 분류기호 G438 기타 편두통, 상병명 두통 R51","Review of systems","gastrointestinal","Does your headache affect your appetite or digestion?","두통이 식욕이나 소화에 영향을 미칩니까?",334,"gpt-4-turbo",NA,NA
"수소 한국질병 분류기호 G438 기타 편두통, 상병명 두통 R51","Lifestyle details","stress levels","Have you been experiencing higher levels of stress lately?","최근에 스트레스를 많이 받고 계십니까?",335,"gpt-4-turbo",NA,NA
"기립성 저혈압, 중추기원의 현기증","Details of the complaint","timing","Do you feel dizzy when you stand up suddenly?","갑자기 일어설 때 어지럽다고 느끼십니까?",336,"gpt-4-turbo",NA,NA
"기립성 저혈압, 중추기원의 현기증","Details of the complaint","severity","How severe would you rate your dizziness on a scale from 1 to 10?","어지러움을 1에서 10까지로 평가한다면 얼마나 심하다고 생각하십니까?",337,"gpt-4-turbo",NA,NA
"기립성 저혈압, 중추기원의 현기증","Details of the complaint","associated symptoms","Do you experience any other symptoms such as nausea or blurred vision along with dizziness?","현기증과 함께 구토나 시야 흐림과 같은 다른 증상이 있습니까?",338,"gpt-4-turbo",NA,NA
"기립성 저혈압, 중추기원의 현기증","Past medical history","chronic conditions","Do you have any neurological or cardiovascular diseases?","신경학적 또는 심혈관 질환을 앓고 계십니까?",339,"gpt-4-turbo",NA,NA
"기립성 저혈압, 중추기원의 현기증","Review of systems","neurological symptoms","Have you noticed any changes in your hearing or ringing in the ears?","청력에 변화나 귀울림을 느꼈던 적이 있습니까?",340,"gpt-4-turbo",NA,NA
"기립성 저혈압, 중추기원의 현기증","Review of systems","cardiovascular","Do you experience palpitations or chest discomfort?","심계항진이나 가슴 불편감을 경험하신 적이 있습니까?",341,"gpt-4-turbo",NA,NA
"기립성 저혈압, 중추기원의 현기증","Review of systems","general symptoms","Have you had any significant changes in your sleep pattern?","수면 패턴에 중요한 변화가 있었습니까?",342,"gpt-4-turbo",NA,NA
"Ocular laceration without prolapse or loss of intraocular tissue S053","Details of the complaint","location","Can you specify which eye is affected?","어느 눈이 영향을 받았습니까?",343,"gpt-4-turbo",NA,NA
"Ocular laceration without prolapse or loss of intraocular tissue S053","Details of the complaint","severity","On a scale of 1 to 10, how would you rate the pain in your affected eye?","1부터 10까지의 척도로, 영향받은 눈의 통증을 어떻게 평가하시겠습니까?",344,"gpt-4-turbo",NA,NA
"Ocular laceration without prolapse or loss of intraocular tissue S053","Details of the complaint","timing","When did the eye injury occur?","눈 부상이 언제 발생했습니까?",345,"gpt-4-turbo",NA,NA
"Ocular laceration without prolapse or loss of intraocular tissue S053","Details of the complaint","aggravating factors","Are there certain activities or situations that worsen the eye discomfort?","눈 불편함을 악화시키는 특정 활동이나 상황이 있습니까?",346,"gpt-4-turbo",NA,NA
"Ocular laceration without prolapse or loss of intraocular tissue S053","Details of the complaint","associated symptoms","Have you experienced any light sensitivity or blurring of vision since the injury?","부상 이후 빛에 민감하거나 시력이 흐려진 적이 있습니까?",347,"gpt-4-turbo",NA,NA
"Ocular laceration without prolapse or loss of intraocular tissue S053","Review of systems","visual changes","Have you noticed any changes in your color vision or depth perception?","색상 인지 또는 깊이 인식에 변화가 있었습니까?",348,"gpt-4-turbo",NA,NA
"I251 상병명 관상동맥 경화증","Details of the complaint","severity","How would you describe the severity of any chest pain or discomfort you experience?","가슴 통증이나 불편함의 정도를 어떻게 표현하시겠습니까?",349,"gpt-4-turbo",NA,NA
"I251 상병명 관상동맥 경화증","Details of the complaint","timing","Do you notice the chest pain more during rest or physical activity?","휴식 중이나 신체 활동 중에 가슴 통증을 더 많이 느끼십니까?",350,"gpt-4-turbo",NA,NA
"I251 상병명 관상동맥 경화증","Details of the complaint","aggravating factors","Are there specific activities or situations that exacerbate your chest pain?","가슴 통증을 악화시키는 구체적인 활동이나 상황이 있습니까?",351,"gpt-4-turbo",NA,NA
"I251 상병명 관상동맥 경화증","Review of systems","cardiovascular","Have you experienced any episodes of palpitations or abnormal heart rhythms?","심계항진이나 비정상적인 심장 박동을 경험한 적이 있습니까?",352,"gpt-4-turbo",NA,NA
"I251 상병명 관상동맥 경화증","Review of systems","respiratory","Do you experience shortness of breath during mild activities or while resting?","가벼운 활동 중이나 휴식 중에 숨가쁨을 느끼시나요?",353,"gpt-4-turbo",NA,NA
"I251 상병명 관상동맥 경화증","Review of systems","fatigue","Have you noticed a recent increase in fatigue or decreased energy levels?","최근에 피로감 증가나 에너지 수준 감소를 느끼셨습니까?",354,"gpt-4-turbo",NA,NA
"I251 상병명 관상동맥 경화증","Review of systems","dizziness","Have there been any incidents of sudden dizziness, fainting, or lightheadedness?","갑자기 어지럼증, 기절, 혹은 현기증이 발생한 적이 있습니까?",355,"gpt-4-turbo",NA,NA
"위암 NOS, 상세불명 C16.99","Details of the complaint","severity","How would you rate the pain or discomfort you experience in your stomach area on a scale from 1 to 10?","1에서 10까지의 척도로 볼 때, 위 부위에서 느끼는 통증이나 불편함을 어느 정도로 평가하시겠습니까?",356,"gpt-4-turbo",NA,NA
"위암 NOS, 상세불명 C16.99","Details of the complaint","timing","Do you notice the stomach pain or discomfort more before or after meals?","식사 전후 중 언제 위 통증이나 불편함을 더 많이 느끼십니까?",357,"gpt-4-turbo",NA,NA
"위암 NOS, 상세불명 C16.99","Review of systems","digestive","Have you experienced any vomiting, and if so, what is the frequency and appearance?","구토를 경험한 적이 있습니까? 있다면 빈도와 양상은 어떻습니까?",358,"gpt-4-turbo",NA,NA
"위암 NOS, 상세불명 C16.99","Review of systems","weight loss","Have you noticed any unintentional weight loss recently?","최근에 의도하지 않은 체중 감소를 경험하셨습니까?",359,"gpt-4-turbo",NA,NA
"위암 NOS, 상세불명 C16.99","Review of systems","appetite","Have you experienced a decrease in appetite?","식욕 감소를 경험하신 적이 있습니까?",360,"gpt-4-turbo",NA,NA
"위암 NOS, 상세불명 C16.99","Details of the complaint","associated symptoms","Have you noticed any black or tarry stools?","검은색 또는 타르 같은 변을 보신 적이 있습니까?",361,"gpt-4-turbo",NA,NA
"위암 NOS, 상세불명 C16.99","Review of systems","fatigue","Have you been feeling unusually tired or fatigued?","평소보다 피로함을 느끼거나 기운이 없다고 느낀 적이 있습니까?",362,"gpt-4-turbo",NA,NA
"위암 NOS, 상세불명 C16.99","Review of systems","anemia","Have you been diagnosed with anemia or experienced symptoms related to it?","빈혈 진단을 받으셨거나 관련 증상을 경험하신 적이 있습니까?",363,"gpt-4-turbo",NA,NA
"위암 NOS, 상세불명 C16.99","Past medical and surgical history","previous stomach issues","Have you had any previous stomach or gastrointestinal surgeries or issues?","과거에 위장 또는 소화기 관련 수술이나 문제점을 겪은 적이 있습니까?",364,"gpt-4-turbo",NA,NA
"기타 명시된 추간판전위 M51.2","Details of the complaint","location","Can you specify the exact location where you feel the pain or discomfort?","통증이나 불편함을 느끼는 정확한 위치를 말씀해 주실 수 있습니까?",365,"gpt-4-turbo",NA,NA
"기타 명시된 추간판전위 M51.2","Details of the complaint","severity","How severe is the pain on a scale from 1 to 10?","1부터 10까지의 척도로 통증의 심각성을 평가해 주실 수 있습니까?",366,"gpt-4-turbo",NA,NA
"기타 명시된 추간판전위 M51.2","Details of the complaint","timing","Is the pain constant, or does it come and go?","통증이 지속되나요, 아니면 때때로 나타났다가 사라지나요?",367,"gpt-4-turbo",NA,NA
"기타 명시된 추간판전위 M51.2","Details of the complaint","aggravating factors","Are there specific activities or positions that worsen the pain?","통증을 악화시키는 특정 활동이나 자세가 있습니까?",368,"gpt-4-turbo",NA,NA
"기타 명시된 추간판전위 M51.2","Details of the complaint","associated symptoms","Have you experienced any numbness or tingling along with the pain?","통증과 함께 저림이나 감각 이상을 경험한 적이 있습니까?",369,"gpt-4-turbo",NA,NA
"기타 명시된 추간판전위 M51.2","Review of systems","neurologic","Do you have any weakness or difficulty moving any part of your body?","신체의 어떤 부분을 움직이기 어렵거나 약함을 느낀 적이 있습니까?",370,"gpt-4-turbo",NA,NA
"기타 명시된 추간판전위 M51.2","Review of systems","gastrointestinal","Have you experienced any changes in bladder or bowel control?","방광이나 대장의 조절에 변화가 있었습니까?",371,"gpt-4-turbo",NA,NA
"갑상선의 악성 신생물","Details of the complaint","location","Do you feel any lumps or swelling in the neck area?","목 부위에 혹이나 부종을 느끼신 적이 있습니까?",372,"gpt-4-turbo",NA,NA
"갑상선의 악성 신생물","Details of the complaint","associated symptoms","Have you experienced any changes in your voice or difficulty swallowing?","목소리 변화나 삼키기 어려움을 경험하신 적이 있습니까?",373,"gpt-4-turbo",NA,NA
"갑상선의 악성 신생물","Review of systems","metabolic","Have you noticed any unexpected weight loss or weight gain?","예기치 않은 체중 감소나 체중 증가를 느끼신 적이 있습니까?",374,"gpt-4-turbo",NA,NA
"갑상선의 악성 신생물","Review of systems","neurological","Have you experienced any abnormal sweating or heat intolerance?","비정상적인 발한이나 열내성에 문제가 있었던 적이 있습니까?",375,"gpt-4-turbo",NA,NA
"갑상선의 악성 신생물","Review of systems","cardiovascular","Have you had any palpitations or abnormal heart rhythms?","심계항진이나 이상 심장 리듬을 느끼신 적이 있습니까?",376,"gpt-4-turbo",NA,NA
"K7419 간경화증, 상세불명","Details of the complaint","severity","Have you experienced any worsening of symptoms like abdominal pain or confusion recently?","최근에 복통이나 혼란 같은 증상이 악화된 적이 있습니까?",377,"gpt-4-turbo",NA,NA
"K7419 간경화증, 상세불명","Details of the complaint","associated symptoms","Have you noticed any yellowing of your skin or eyes?","피부나 눈의 황변을 눈치챈 적이 있습니까?",378,"gpt-4-turbo",NA,NA
"K7419 간경화증, 상세불명","Details of the complaint","timing","Do your symptoms tend to get worse after eating or during the night?","식사 후나 밤 동안 증상이 악화되는 경향이 있습니까?",379,"gpt-4-turbo",NA,NA
"K7419 간경화증, 상세불명","Review of systems","gastrointestinal","Have you experienced any nausea or changes in your bowel movements?","메스꺼움 또는 대변 습관의 변화를 경험한 적이 있습니까?",380,"gpt-4-turbo",NA,NA
"K7419 간경화증, 상세불명","Review of systems","urinary","Have you noticed any changes in the color of your urine?","소변 색상에 변화를 느낀 적이 있습니까?",381,"gpt-4-turbo",NA,NA
"K7419 간경화증, 상세불명","Details of the complaint","aggravating factors","Are there any activities or foods that seem to trigger or worsen your symptoms?","증상을 유발하거나 악화시키는 것으로 보이는 활동이나 음식이 있습니까?",382,"gpt-4-turbo",NA,NA
"K7419 간경화증, 상세불명","Past medical history","liver disease","Have you been diagnosed with any other liver diseases or conditions in the past?","과거에 다른 간 질환 또는 상태 진단을 받은 적이 있습니까?",383,"gpt-4-turbo",NA,NA
"K7419 간경화증, 상세불명","Lifestyle","alcohol use","Can you describe your alcohol intake habits?","알코올 섭취 습관을 설명해 주실 수 있습니까?",384,"gpt-4-turbo",NA,NA
"K7419 간경화증, 상세불명","Review of systems","vascular","Have you noticed any new or worsening leg swelling?","새로운 다리 부종이나 악화를 느낀 적이 있습니까?",385,"gpt-4-turbo",NA,NA
"K7419 간경화증, 상세불명","Review of systems","neurological","Have you experienced any episodes of forgetfulness or confusion?","건망증이나 혼란의 에피소드를 경험한 적이 있습니까?",386,"gpt-4-turbo",NA,NA
"상세불명의 유방암 C50.99, 유방의 상피내 관상암종 D05.19","Details of the complaint","location","In which breast and where exactly did you notice changes or symptoms?","어느 유방에서 어떤 변화나 증상을 눈치채셨나요?",387,"gpt-4-turbo",NA,NA
"상세불명의 유방암 C50.99, 유방의 상피내 관상암종 D05.19","Details of the complaint","severity","How would you describe the severity of any pain or discomfort in your breast?","유방의 통증이나 불편함의 정도를 어떻게 표현하시겠습니까?",388,"gpt-4-turbo",NA,NA
"상세불명의 유방암 C50.99, 유방의 상피내 관상암종 D05.19","Details of the complaint","timing","When do you usually experience breast pain or discomfort?","유방 통증이나 불편함은 주로 언제 경험하시나요?",389,"gpt-4-turbo",NA,NA
"상세불명의 유방암 C50.99, 유방의 상피내 관상암종 D05.19","Details of the complaint","aggravating factors","Are there any activities or conditions that worsen your breast symptoms?","유방 증상을 악화시키는 활동이나 조건이 있나요?",390,"gpt-4-turbo",NA,NA
"상세불명의 유방암 C50.99, 유방의 상피내 관상암종 D05.19","Details of the complaint","associated symptoms","Have you experienced any nipple discharge or changes in the skin over your breasts?","유두 분비물이나 유방 피부의 변화를 경험하셨나요?",391,"gpt-4-turbo",NA,NA
"상세불명의 유방암 C50.99, 유방의 상피내 관상암종 D05.19","Review of systems","general health","Have you noticed any unexplained weight loss or fatigue?","설명할 수 없는 체중 감소나 피로를 느끼신 적이 있나요?",392,"gpt-4-turbo",NA,NA
"상세불명의 유방암 C50.99, 유방의 상피내 관상암종 D05.19","Review of systems","lymphatic","Have you found any unusual swelling or lumps in your armpits?","겨드랑이에 이상한 부기나 혹을 발견하신 적이 있나요?",393,"gpt-4-turbo",NA,NA
"상병명 상세불명의 가려움 분류기호 L299","Details of the complaint","location","Where is the itching located on your body?","가려움증이 몸의 어느 부분에 있습니까?",394,"gpt-4-turbo",NA,NA
"상병명 상세불명의 가려움 분류기호 L299","Details of the complaint","severity","How severe is the itching on a scale of 1 to 10?","1부터 10까지의 척도로 가려움의 정도를 어떻게 평가하시겠습니까?",395,"gpt-4-turbo",NA,NA
"상병명 상세불명의 가려움 분류기호 L299","Details of the complaint","timing","Does the itching occur at specific times of the day or night?","가려움증은 낮이나 밤 특정 시간에 발생하나요?",396,"gpt-4-turbo",NA,NA
"상병명 상세불명의 가려움 분류기호 L299","Details of the complaint","aggravating factors","Are there any specific activities or exposures that worsen the itching?","가려움증을 악화시키는 특정 활동이나 노출이 있습니까?",397,"gpt-4-turbo",NA,NA
"상병명 상세불명의 가려움 분류기호 L299","Details of the complaint","associated symptoms","Have you experienced any rash, redness, or bumps along with the itching?","가려움과 함께 발진, 홍조 또는 멍울이 있었습니까?",398,"gpt-4-turbo",NA,NA
"상병명 상세불명의 가려움 분류기호 L299","Review of systems","skin","Are there any changes in the skin texture or color?","피부의 질감이나 색에 변화가 있었습니까?",399,"gpt-4-turbo",NA,NA
"고혈압, 고지혈증","Details of the complaint","severity","Have you noticed any recent changes in your blood pressure?","최근 혈압에 변화를 느낀 적이 있습니까?",400,"gpt-4-turbo",NA,NA
"고혈압, 고지혈증","Details of the complaint","associated symptoms","Have you experienced any headaches, dizziness, or visual disturbances?","두통, 어지럼증, 시각 장애를 경험한 적이 있습니까?",401,"gpt-4-turbo",NA,NA
"고혈압, 고지혈증","Review of systems","cardiovascular","Do you experience chest pain or shortness of breath?","가슴 통증이나 호흡 곤란을 경험하셨나요?",402,"gpt-4-turbo",NA,NA
"고혈압, 고지혈증","Lifestyle details","diet","Can you describe your typical daily diet?","일상적인 하루 식단을 설명해 주실 수 있습니까?",403,"gpt-4-turbo",NA,NA
"고혈압, 고지혈증","Lifestyle details","exercise","How often do you engage in physical activity or exercise?","운동이나 체육 활동은 얼마나 자주 하십니까?",404,"gpt-4-turbo",NA,NA
"고혈압, 고지혈증","Current medications","medication adherence","Are you taking any medications for your hypertension or hyperlipidemia? If so, how regularly?","고혈압이나 고지혈증 치료를 위해 약을 복용하고 계십니까? 그렇다면, 얼마나 규칙적으로 복용하고 계십니까?",405,"gpt-4-turbo",NA,NA
"상세불명의 척추병증, 요추부 M4896","Details of the complaint","location","Do you experience pain specifically in the lower back area?","특히 허리 부위에 통증을 느끼시나요?",406,"gpt-4-turbo",NA,NA
"상세불명의 척추병증, 요추부 M4896","Details of the complaint","severity","On a scale from 1 to 10, how would you rate your lower back pain?","1에서 10까지의 척도로, 요추 통증의 정도를 어떻게 평가하시겠습니까?",407,"gpt-4-turbo",NA,NA
"상세불명의 척추병증, 요추부 M4896","Details of the complaint","timing","Is your lower back pain constant, or does it come and go?","허리 통증이 지속적인가요, 아니면 가끔 발생하나요?",408,"gpt-4-turbo",NA,NA
"상세불명의 척추병증, 요추부 M4896","Details of the complaint","aggravating factors","Does any specific activity or position worsen your lower back pain?","특정 활동이나 자세로 인해 요통이 악화되나요?",409,"gpt-4-turbo",NA,NA
"상세불명의 척추병증, 요추부 M4896","Details of the complaint","associated symptoms","Have you experienced any numbness, tingling, or weakness in your legs?","다리에 저림, 따끔거림 또는 약화를 느낀 적이 있습니까?",410,"gpt-4-turbo",NA,NA
"상세불명의 척추병증, 요추부 M4896","Review of systems","neurological","Do you have any problems controlling your bladder or bowels?","방광이나 대장을 조절하는 데 문제가 있습니까?",411,"gpt-4-turbo",NA,NA
"상세불명의 척추병증, 요추부 M4896","Review of systems","mobility","Has there been a recent change in your ability to walk or perform daily activities?","최근에 걷거나 일상 활동을 수행하는 능력에 변화가 있었습니까?",412,"gpt-4-turbo",NA,NA
"다양한 소화기 질환","Details of the complaint","location","Can you specify the area where you feel the most discomfort?","가장 불편함을 느끼는 부위를 구체적으로 말씀해 주실 수 있으신가요?",413,"gpt-4-turbo",NA,NA
"다양한 소화기 질환","Details of the complaint","aggravating factors","Are there specific foods or activities that exacerbate your abdominal pain?","복통을 악화시키는 특정 음식이나 활동이 있습니까?",414,"gpt-4-turbo",NA,NA
"다양한 소화기 질환","Details of the complaint","timing","Does your abdominal pain occur at a particular time of day or after meals?","복통이 하루 중 특정 시간이나 식사 후에 발생하나요?",415,"gpt-4-turbo",NA,NA
"다양한 소화기 질환","Details of the complaint","associated symptoms","In addition to diarrhea, have you experienced nausea, vomiting, or fever?","설사 외에 메스꺼움, 구토 또는 발열을 경험한 적이 있습니까?",416,"gpt-4-turbo",NA,NA
"다양한 소화기 질환","Review of systems","general symptoms","Have you experienced any recent fatigue or changes in your appetite?","최근에 피로감이나 식욕 변화를 경험하셨나요?",417,"gpt-4-turbo",NA,NA
"다양한 소화기 질환","Review of systems","intestinal system","How often do you experience bowel movements, and what is their consistency?","배변 빈도와 배변의 일관성은 어떻습니까?",418,"gpt-4-turbo",NA,NA
"다양한 소화기 질환","Review of systems","hepatic function","Have you noticed any yellowing of the skin or eyes, which might suggest liver issues?","간 문제를 시사할 수 있는 피부나 눈의 황변을 눈치 챈 적이 있습니까?",419,"gpt-4-turbo",NA,NA
"다양한 소화기 질환","Review of systems","gastrointestinal","Do you have any history of gastroesophageal reflux or heartburn?","식도역류나 속쓰림의 병력이 있습니까?",420,"gpt-4-turbo",NA,NA
"상세불명의 노년성 백내장, 오른쪽 H25.90","Details of the complaint","severity","How would you rate the severity of your vision problems on a scale from 1 to 10?","시력 문제의 심각성을 1에서 10까지의 척도로 어떻게 평가하시겠습니까?",421,"gpt-4-turbo",NA,NA
"상세불명의 노년성 백내장, 오른쪽 H25.90","Details of the complaint","timing","When did you first notice changes in your vision?","시력 변화를 처음 알아차린 시점은 언제입니까?",422,"gpt-4-turbo",NA,NA
"상세불명의 노년성 백내장, 오른쪽 H25.90","Review of systems","visual changes","Have you experienced any double vision or halos around lights?","이중 시력이나 빛 주위에 후광을 경험한 적이 있습니까?",423,"gpt-4-turbo",NA,NA
"상세불명의 노년성 백내장, 오른쪽 H25.90","Review of systems","color perception","Have you noticed any changes in how you perceive colors?","색상 인식에 어떤 변화를 느낀 적이 있습니까?",424,"gpt-4-turbo",NA,NA
"R932 (간 고 에코 결절)","Details of the complaint","severity","Have you experienced any pain in the abdomen or discomfort?","복부 통증이나 불편함을 경험한 적이 있습니까?",425,"gpt-4-turbo",NA,NA
"R932 (간 고 에코 결절)","Details of the complaint","timing","Is the abdominal pain or discomfort constant or does it come and go?","복부 통증이나 불편함은 지속되나요, 아니면 가끔 나타났다가 사라지나요?",426,"gpt-4-turbo",NA,NA
"R932 (간 고 에코 결절)","Details of the complaint","aggravating factors","Does anything in particular seem to trigger the abdominal discomfort, such as certain foods or activities?","특정 음식이나 활동 등, 복부 불편함을 유발하는 것이 있습니까?",427,"gpt-4-turbo",NA,NA
"R932 (간 고 에코 결절)","Review of systems","digestive symptoms","Have you noticed any changes in your appetite or weight?","식욕이나 체중에 변화가 있었습니까?",428,"gpt-4-turbo",NA,NA
"R932 (간 고 에코 결절)","Review of systems","jaundice","Have you observed any yellowing of your skin or eyes?","피부나 눈이 노랗게 변한 적이 있습니까?",429,"gpt-4-turbo",NA,NA
"R932 (간 고 에코 결절)","Review of systems","stool changes","Have there been any changes in the color or consistency of your stools?","대변의 색깔이나 일관성에 변화가 있었습니까?",430,"gpt-4-turbo",NA,NA
"R932 (간 고 에코 결절)","Review of systems","fatigue","Have you felt unusually tired or weak recently?","최근에 평소보다 더 피곤하거나 약해진 적이 있습니까?",431,"gpt-4-turbo",NA,NA
"인슐린 의존 당뇨병 E10.8, 상세불명의 고지질혈증 E78.5","Details of the complaint","timing","How often do you experience symptoms like increased thirst or frequent urination?","갈증 증가나 빈뇨와 같은 증상을 얼마나 자주 경험하십니까?",432,"gpt-4-turbo",NA,NA
"인슐린 의존 당뇨병 E10.8, 상세불명의 고지질혈증 E78.5","Details of the complaint","severity","On a scale from 1 to 10, how would you rate any pain or discomfort that might be associated with your conditions?","1부터 10까지의 척도로, 관련 질환으로 인한 통증이나 불편함의 정도를 어떻게 평가하시겠습니까?",433,"gpt-4-turbo",NA,NA
"인슐린 의존 당뇨병 E10.8, 상세불명의 고지질혈증 E78.5","Review of systems","vision","Have you noticed any changes in your vision, such as blurriness?","시력의 변화, 예를 들어 흐릿한 시력을 느낀 적이 있습니까?",434,"gpt-4-turbo",NA,NA
"인슐린 의존 당뇨병 E10.8, 상세불명의 고지질혈증 E78.5","Review of systems","cardiovascular","Do you experience any chest pain or palpitations?","가슴 통증이나 심계항진을 경험하신 적이 있습니까?",435,"gpt-4-turbo",NA,NA
"인슐린 의존 당뇨병 E10.8, 상세불명의 고지질혈증 E78.5","Review of systems","skin","Have you developed any skin conditions such as sores that do not heal quickly?","쉽게 치유되지 않는 상처와 같은 피부 질환이 생긴 적이 있습니까?",436,"gpt-4-turbo",NA,NA
"인슐린 의존 당뇨병 E10.8, 상세불명의 고지질혈증 E78.5","Review of systems","neurological","Have you experienced any unusual sensations like numbness or tingling in your limbs?","손발에 저림이나 따끔거림과 같은 이상 감각을 느낀 적이 있습니까?",437,"gpt-4-turbo",NA,NA
"인슐린 의존 당뇨병 E10.8, 상세불명의 고지질혈증 E78.5","Review of systems","diet","Can you describe your typical daily diet?","일상적인 하루 식단을 설명해 주실 수 있습니까?",438,"gpt-4-turbo",NA,NA
"폐의 진단적 영상 검사의 이상소견 분류기호 R91","Details of the complaint","associated symptoms","Have you experienced any shortness of breath or difficulty breathing?","호흡곤란이나 숨참이 발생했나요?",439,"gpt-4-turbo",NA,NA
"폐의 진단적 영상 검사의 이상소견 분류기호 R91","Details of the complaint","associated symptoms","Have you noticed any chest pain or discomfort?","가슴 통증이나 불편함을 느꼈나요?",440,"gpt-4-turbo",NA,NA
"폐의 진단적 영상 검사의 이상소견 분류기호 R91","Details of the complaint","timing","When did you first notice these symptoms?","이러한 증상을 처음 언제 눈치챘나요?",441,"gpt-4-turbo",NA,NA
"폐의 진단적 영상 검사의 이상소견 분류기호 R91","Review of systems","respiratory","Have you had any cough? If so, is it dry or productive?","기침이 있었나요? 있다면, 건조한 기침인가요, 아니면 가래가 동반되나요?",442,"gpt-4-turbo",NA,NA
"폐의 진단적 영상 검사의 이상소견 분류기호 R91","Review of systems","general health","Have you experienced any unexplained weight loss?","설명할 수 없는 체중 감소를 경험했나요?",443,"gpt-4-turbo",NA,NA
"폐의 진단적 영상 검사의 이상소견 분류기호 R91","Review of systems","respiratory","Have you noticed any wheezing or whistling sound while breathing?","호흡 시 쌕쌕거리거나 휘파람 소리가 나나요?",444,"gpt-4-turbo",NA,NA
"아킬레스 힘줄염 [좌측], 발목의 상세불명 부분의 염좌 및 긴장 [좌측]","Details of the complaint","severity","How would you rate the pain in your left ankle on a scale from 1 to 10?","왼쪽 발목의 통증을 1에서 10까지 어느 정도로 평가하시겠습니까?",445,"gpt-4-turbo",NA,NA
"아킬레스 힘줄염 [좌측], 발목의 상세불명 부분의 염좌 및 긴장 [좌측]","Details of the complaint","timing","Does the pain in your left ankle worsen with any specific movements?","왼쪽 발목의 통증이 특정 동작을 할 때 더 심해지나요?",446,"gpt-4-turbo",NA,NA
"아킬레스 힘줄염 [좌측], 발목의 상세불명 부분의 염좌 및 긴장 [좌측]","Details of the complaint","aggravating factors","Are there certain activities or times of day when your left ankle pain is more intense?","왼쪽 발목의 통증이 더 심한 특정 활동이나 시간이 있습니까?",447,"gpt-4-turbo",NA,NA
"아킬레스 힘줄염 [좌측], 발목의 상세불명 부분의 염좌 및 긴장 [좌측]","Details of the complaint","associated symptoms","Have you experienced any swelling, redness, or warmth in your left ankle?","왼쪽 발목에 부종, 발적 또는 온기를 느낀 적이 있습니까?",448,"gpt-4-turbo",NA,NA
"아킬레스 힘줄염 [좌측], 발목의 상세불명 부분의 염좌 및 긴장 [좌측]","Review of systems","mobility","Has there been a decrease in the range of motion of your left ankle?","왼쪽 발목의 움직임 범위가 줄어든 적이 있습니까?",449,"gpt-4-turbo",NA,NA
"아킬레스 힘줄염 [좌측], 발목의 상세불명 부분의 염좌 및 긴장 [좌측]","Review of systems","functionality","Are you able to stand and walk comfortably despite the left ankle issues?","왼쪽 발목 문제에도 불구하고 편안하게 서거나 걸을 수 있습니까?",450,"gpt-4-turbo",NA,NA
"J01 급성 부비동염","Details of the complaint","severity","How severe is your sinus pain on a scale of 1 to 10?","1에서 10까지의 척도에서 부비동 통증의 심각성을 어떻게 평가하시겠습니까?",451,"gpt-4-turbo",NA,NA
"J01 급성 부비동염","Details of the complaint","associated symptoms","Have you experienced any nasal discharge? If yes, what is the color and consistency?","콧물이 있는 경우, 색깔과 질감은 어떠합니까?",452,"gpt-4-turbo",NA,NA
"J01 급성 부비동염","Details of the complaint","aggravating factors","Do you find certain positions or activities worsen your sinus pain?","특정 자세나 활동이 부비동 통증을 악화시키는 경우가 있습니까?",453,"gpt-4-turbo",NA,NA
"J01 급성 부비동염","Review of systems","fever","Have you experienced any fever recently?","최근에 열이 있었습니까?",454,"gpt-4-turbo",NA,NA
"상세불명의 뇌혈관질환","Details of the complaint","severity","How severe is your dizziness on a scale of 1 to 10?","어지럼증의 심각성을 1부터 10까지의 척도로 어느 정도입니까?",455,"gpt-4-turbo",NA,NA
"상세불명의 뇌혈관질환","Details of the complaint","timing","When do you usually experience dizziness? Is it constant or does it come and go?","일반적으로 어지럼증을 언제 경험하십니까? 지속되거나 오락가락하나요?",456,"gpt-4-turbo",NA,NA
"상세불명의 뇌혈관질환","Details of the complaint","aggravating factors","Are there specific activities or situations that make your dizziness worse?","어지럼증을 악화시키는 특정 활동이나 상황이 있습니까?",457,"gpt-4-turbo",NA,NA
